time,eeg-ch1,eeg-ch2,eeg-ch3,eeg-ch4,eeg-ch5,eeg-ch6,gyro-gyro1,gyro-gyro2,gyro-gyro3,acc-acc1,acc-acc2,acc-acc3,ppg-ambient,ppg-ir,ppg-red
0.0,1339.3362325474936,1411.8471046005952,370.7118333714809,367.89196612497136,0.0,0.0,15259.021896667933,-1632715.3429465482,15259.02189666789,88441.29091325258,65735.86633096825,973830.7774471671,33997292668.03998,24002907835.50778,81921187.15192193
0.0038910505836575876,138.2238498512245,135.0011444266422,1610.0938429846647,1497.6768139162282,0.0,0.0,19404.957439258695,-1801241.2865864986,21622.435600217414,98563.15807328516,72973.94594321752,1084193.0362465703,37899963841.88146,26748770793.898556,104277462.08349188
0.007782101167315175,1248.6724650949875,1255.9235523002976,414.21835660334176,374.33737697413596,0.0,0.0,21668.105282076696,-1857025.846024805,26540.973273137,102098.42815774198,75558.31211456504,1121808.8445784173,38422790943.304794,27114205902.04946,118049186.63104905
0.011673151750972763,1650.0,1650.0,0.0,0.0,0.0,0.0,21226.351655877355,-1823547.1734199075,27630.078416710123,100041.4161198934,74348.86501529752,1097626.9633571352,36604918785.31032,25837604400.649265,121141918.73797317
0.01556420233463035,925.5207141222248,795.4039826047151,231.7074845502403,531.4694438086519,0.0,0.0,18447.049139446117,-1740431.2256047241,23329.097742820402,94556.42297145906,70974.91368599607,1035461.3538099793,34019101602.08099,24029534291.601646,114843192.72412081
0.019455252918287938,0.0,0.0,1415.0698100251775,1643.9322499427785,0.0,0.0,14701.689004104279,-1650813.3475805179,13445.204407700043,88273.73799309203,67306.63967596601,964363.5371852845,32094382714.186424,22693922452.72874,103271624.44344921
0.023346303501945526,1650.0,1650.0,0.0,0.0,0.0,0.0,11731.423752299033,-1589075.2425500646,-705.7945019537548,83498.07193881412,64894.68879651332,910021.2442533873,31588850043.892117,22357800038.227356,91628724.73041742
0.027237354085603113,0.0,0.0,1550.0709544518197,1650.0,0.0,0.0,10818.63814419198,-1572596.3597276916,-16610.372491885508,81582.1629265403,64551.799826047725,887885.1681012769,32420730988.837017,22955773361.44069,84028763.79553026
0.0311284046692607,621.3275349050126,552.0393682764935,351.77843900206,828.4115358205539,0.0,0.0,12104.944961614929,-1599622.7057626615,-31224.28302585092,82654.24545995537,66197.46100212022,900049.3323949123,33885651264.026558,23987044066.97388,81909029.13307247
0.03501945525291829,113.24788281071187,127.7500572213321,1650.0,1533.5294117647056,0.0,0.0,14344.952739758486,-1653258.107842751,-41789.745960969325,85762.65574616891,68996.64080082066,936590.5203418493,35111046008.77286,24837929376.438602,83756930.26531005
0.038910505836575876,1253.103685053788,1247.866788738842,535.0949874113069,360.64087891966125,0.0,0.0,15217.913553108934,-1709643.1724767403,-46555.731267059615,89358.6394711536,71727.65491614606,980575.3778787919,35508073919.16781,25099783347.75317,86246681.85465811
0.042801556420233464,1650.0,1650.0,0.0,0.0,0.0,0.0,12102.047887908913,-1747230.0738522424,-45192.85042782915,91928.99241444892,73244.13048393489,1014785.5245993827,35012097043.7407,24735340761.27914,86175857.4219024
