time,eeg-ch1,eeg-ch2,eeg-ch3,eeg-ch4,eeg-ch5,eeg-ch6,gyro-gyro1,gyro-gyro2,gyro-gyro3,acc-acc1,acc-acc2,acc-acc3,ppg-ambient,ppg-ir,ppg-red
0.046875,673.7216754406043,701.1146715495537,962.5818265049211,977.4868390936141,0.0,0.0,-46228.15555889855,-1811578.3978069301,-54779.811655898775,94195.18145973377,68539.94156412728,1013261.5739928554,33784297581.44502,23871833936.064655,81921187.15192184
0.05078125,1287.7477683680477,1265.5916685740444,0.0,128.15289539940488,0.0,0.0,-32734.58452234334,-1792299.516178313,-54803.43619379196,93208.29363818401,67700.54693854746,1002860.3428836876,33001513258.33379,23299235097.41623,75064113.74451442
0.0546875,1650.0,1650.0,0.0,0.0,0.0,0.0,-20523.578640047657,-1748966.8906607663,-49902.07680597202,91081.59643874549,65956.373141708,981674.1044342585,32773324583.98537,23116704626.175694,68224913.70704511
0.05859375,143.05790798809798,125.73586633096818,788.5557335774777,1244.6440833142597,0.0,0.0,-10380.386119015511,-1699472.2866673952,-40589.45663333561,88753.98454268728,64081.56725508059,959085.0253249009,33150074590.838985,23366798596.957592,64576727.37872153
0.0625,0.0,0.0,1650.0,1650.0,0.0,0.0,-2558.425423182487,-1661535.4885483675,-29180.032687924708,87067.93632664988,62798.8741831192,943801.7338363751,33849834531.166534,23855449698.634304,65536949.72151417
0.06640625,647.1091783016708,646.3035019455252,1106.0425726710916,947.2739757381551,0.0,0.0,3334.4471574046074,-1646510.9173057629,-19009.060189384363,86479.50304194908,62526.69131962543,940749.3749684121,34451328308.42495,24286253888.20485,70276010.4970529
0.0703125,1650.0,1650.0,43.93453879606317,0.0,0.0,0.0,8252.408127048753,-1656178.0624155062,-13250.625446580185,86952.88325945854,63264.00669501779,949693.8115751072,34636787535.08742,24431671693.5594,76314299.99483292
0.07421875,1495.2597848477913,1495.6626230258637,0.0,0.0,0.0,0.0,13391.71027674584,-1683327.9097933646,-13748.602053404498,88054.0140029251,64639.91239710283,965905.8620286918,34350834737.850475,24246738380.66222,80821005.72360873
0.078125,379.1714351110094,379.1714351110094,644.2893110551614,945.6626230258639,0.0,0.0,19699.466668818484,-1715525.2990731825,-20278.862854202966,89182.0375276259,66092.8905075053,982407.735144835,33800681818.875427,23871833936.06465,81921187.1519219
0.08203125,0.0,0.0,1650.0,1650.0,0.0,0.0,27374.856981502584,-1740344.2670684513,-30515.74062710173,89832.70009655492,67101.45755882192,992817.422151292,33315015919.20237,23535552967.008816,79390447.31685385
0.0859375,676.1387045090408,676.5415426871136,1273.6484321355,1020.6157015335317,0.0,0.0,35570.65724243147,-1749999.085017647,-40731.8565707531,89787.56026120028,67376.24403944379,993685.2135865042,33152314531.44775,23420574637.197964,74502880.70629102
0.08984375,1650.0,1650.0,121.30464637216754,5.664911879148575,0.0,0.0,42462.791090174775,-1743707.6547344574,-47003.677846103405,89163.29799843852,66945.80133131634,985507.8969014607,33367096891.14194,23568613199.0897,69263483.12933592
0.09375,1650.0,1650.0,0.0,0.0,0.0,0.0,45734.82620491734,-1727115.9529460554,-46516.108822375274,88317.35542544819,66113.65797511744,972168.8904534556,33800681818.87542,23871833936.064663,65536949.72151422
